	11.98_14.031	13.979_23.067	25.755_5.086	6.86_8.057	4.934_13.974	7.852_11.993	24.062_20.005	22.977_10.045	23.102_26.049	10.916_14.009	13.94_25.025	9.91_21.009	10.861_10.03	7.862_14.974	27.817_23.006	29.886_25.999	9.86_12.019	31.905_26.948	26.964_21.953	17.813_4.093	10.908_25.008	26.917_22.931	10.872_8.036	18.801_4.041	23.025_5.111	21.928_25.986	8.969_9.99	27.856_23.96	9.015_23.985	9.844_8.035	23.076_25.07	10.867_7.058	23.057_23.04	7.908_23.014	26.942_25.99	6.841_15.019	14.864_21.018	4.899_21.983	11.974_10.052	28.917_25.036	15.9_22.997	23.043_9.065	12.061_23.058	5.839_22.009	29.887_21.931	9.863_9.028	24.045_24.011	20.836_6.063	6.816_13.012	20.835_4.081	8.93_8.991	28.83_18.955	23.054_27.045	7.884_22.031	24.948_20.02	17.819_10.022	24.924_11.063	19.989_5.062	19.982_11.018	23.012_12.057	6.817_11.042	23.006_8.098	7.838_13.954	23.969_8.06	28.848_18.076	23.998_12.062	8.997_13.937	23.053_21.038	12.07_26.025	24.9_9.085	9.856_11.033	18.856_7.027	27.869_18.972	5.847_12.984	22.981_4.048	27.901_19.991	10.938_26.0	13.984_22.045	10.931_27.978	24.947_8.097	25.943_26.011	26.928_24.987	21.889_21.983	24.926_7.093	24.967_22.974	25.908_24.025	18.829_6.058	19.985_7.041	23.038_22.032	10.877_23.011	27.919_21.006	13.024_23.059	16.832_5.084	20.833_9.014	23.949_11.027	10.886_12.003	9.013_14.96	25.837_6.086	23.952_9.035	25.842_20.02	25.842_11.088	12.057_25.05	29.896_22.859	9.003_22.99	10.879_26.996	14.88_23.069	10.864_11.009	27.909_21.975	26.938_20.995	4.898_12.971	28.869_21.042	9.91_24.024	17.808_7.055	23.935_5.088	12.079_22.037	5.867_24.012	12.995_24.049	21.869_7.048	23.027_11.07	22.993_7.049	21.797_5.064	15.918_21.999	17.826_8.053	18.823_10.002	21.868_11.043	15.944_21.002	6.82_12.025	31.934_26.004	29.935_23.947	24.998_24.011	23.948_2.038	25.863_25.041	12.988_22.047	26.911_18.98	5.881_13.971	20.944_24.969	11.992_8.07	19.962_10.001	24.971_21.995	23.066_20.062	7.859_10.011	25.914_22.009	29.894_19.964	7.853_11.007	5.788_10.037	29.922_18.947	21.807_4.066	17.823_6.067	12.016_13.058	19.944_8.987	28.888_20.061	28.889_24.004	18.831_8.039	21.881_10.042	28.938_26.028	13.047_26.019	11.991_11.05	23.986_10.033	25.827_23.03	12.011_15.057	21.882_6.065	20.88_7.026	4.888_10.016	14.846_22.057	18.846_11.003	6.818_10.059	7.86_12.986	5.872_14.998	29.899_24.968	20.857_23.932	24.89_5.101	7.856_23.992	17.8_5.129	28.876_23.002	8.966_8.0	20.847_12.028	21.893_24.982	28.895_27.033	6.837_16.036	9.816_10.044	14.853_24.089	23.976_7.052	25.817_10.099	28.859_21.998	26.956_23.934	24.066_24.997	6.847_13.99	24.033_23.015	9.011_22.0	23.953_4.008	24.027_20.997	7.851_8.995	24.918_6.114	9.863_22.023	23.096_24.024	5.931_25.015	25.797_9.046	25.877_21.027	27.926_26.029	4.884_11.991	12.01_12.093	13.023_25.012	20.869_2.939	10.844_22.021	19.977_6.052	19.98_8.033	24.05_26.028	9.901_24.985	25.887_19.06	7.863_7.994	20.83_5.063	9.895_13.98	24.948_10.083	8.983_24.965	18.799_9.002	8.975_11.988	9.859_23.022	5.852_11.959	10.902_15.024	24.041_27.013	20.864_8.037	6.839_9.048	24.952_21.04	21.816_2.979	10.883_9.028	12.052_24.054	20.874_10.028	13.977_24.062	8.97_12.98	9.902_27.002	29.914_26.987	5.817_10.995	21.885_8.043	24.01_21.995	19.962_12.048	21.874_9.022	18.823_5.078	21.956_20.959	21.898_24.01	20.848_11.028	8.93_11.042	24.977_27.044	27.931_25.022	5.804_9.025	11.977_9.054	25.834_27.031	26.919_19.961	10.951_24.049
MN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0712755	0.0	0.0	0.0	0.3939796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.392449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glia	0.0243878	0.1309694	0.06887760000000001	0.12122450000000001	0.0642857	0.0789796	0.2298469	0.06801019999999998	0.0691837	0.0529082	0.0525	0.0528061	0.1182143	0.0762755	0.07433669999999998	0.08061220000000001	0.13209179999999998	0.26801020000000003	0.13852040000000002	0.1108163	0.09474489999999999	0.1728571	0.2377551	0.057449	0.08025510000000001	0.051020400000000014	0.1596939	0.09979589999999999	0.09979589999999999	0.125051	0.1306633	0.0572959	0.029897999999999997	0.0588776	0.035867300000000005	0.050153100000000006	0.0302041	0.2717347	0.043367300000000004	0.09795920000000001	0.0172449	0.049081599999999996	0.2222449	0.30188780000000004	0.0569388	0.1018878	0.0578061	0.0971429	0.055255099999999994	0.0271429	0.039693900000000004	0.06158159999999999	0.045050999999999994	0.05683669999999998	0.2038776	0.0269898	0.0936224	0.015357099999999999	0.08897960000000003	0.047449000000000005	0.1075	0.0304082	0.0773469	0.0	0.0822959	0.0522959	0.035612200000000004	0.1689796	0.160051	0.019948999999999998	0.1376531	0.1203571	0.048112199999999994	0.0717857	0.0361735	0.19704080000000002	0.15704079999999998	0.0405612	0.0847449	0.0910204	0.0309694	0.0765816	0.0942347	0.0167857	0.1346429	0.0422449	0.2566837	0.0954082	0.055050999999999996	0.054949000000000005	0.0438265	0.16341839999999996	0.0869388	0.11928570000000001	0.06974489999999998	0.0539286	0.0390306	0.0670408	0.0360204	0.0886224	0.043520400000000015	0.1169388	0.0287245	0.0882653	0.040102	0.14173470000000002	0.1078571	0.10780609999999999	0.1219388	0.0372959	0.0802041	0.0853571	0.2477551	0.08954080000000003	0.22234690000000001	0.1180612	0.0995408	0.08719389999999999	0.053724499999999994	0.0577551	0.11602040000000001	0.1080102	0.0641327	0.2189286	0.027193900000000003	0.0963265	0.10882649999999999	0.2685714	0.0670408	0.0427551	0.15423470000000003	0.0361224	0.0671939	0.1252041	0.050663300000000015	0.0704592	0.1581633	0.1415816	0.0855612	0.061071400000000005	0.1269388	0.1719898	0.09178570000000001	0.06581630000000001	0.0760204	0.087551	0.050051	0.1872449	0.1261224	0.1196429	0.1002041	0.0646939	0.10408160000000001	0.11443880000000001	0.027551000000000003	0.15591839999999998	0.055612199999999994	0.0620408	0.2695918	0.07219389999999999	0.1354592	0.114898	0.0668878	0.1019898	0.11061220000000001	0.067551	0.0762755	0.049183700000000004	0.07729589999999999	0.0935714	0.0160204	0.0526531	0.0471429	0.0758163	0.0437245	0.0869388	0.0614286	0.0882653	0.030918400000000002	0.1787245	0.20505099999999998	0.036071399999999997	0.0418878	0.0528061	0.09178570000000001	0.12622450000000002	0.044898	0.0845918	0.0681122	0.0271429	0.2037755	0.1539286	0.009744899999999999	0.0763776	0.0653061	0.1403061	0.0387245	0.0666837	0.0515306	0.08413269999999999	0.0992347	0.0541837	0.0	0.09244899999999999	0.1077041	0.1196429	0.0595918	0.0331122	0.0622959	0.1721939	0.0301531	0.033010199999999996	0.0402041	0.07918369999999998	0.17704079999999994	0.09530609999999999	0.1469898	0.0990816	0.0268367	0.049898	0.2587755	0.2258673	0.11086729999999999	0.0509694	0.1569898	0.104898	0.11586729999999999	0.21627549999999998	0.0302551	0.0607653	0.042142900000000004	0.0355102	0.1539286	0.0964286	0.1240306	0.1585204	0.24489799999999998	0.07107139999999998	0.04683669999999998	0.0183673	0.1642347	0.0213776	0.07448980000000001	0.09857139999999999	0.17433670000000007	0.058367300000000004	0.210102	0.08545919999999999
OtherN	0.0430612	0.0794388	0.0	0.0	0.0	0.0410714	0.07841839999999999	0.07418369999999999	0.0	0.0	0.0	0.0	0.1294388	0.0	0.039897999999999996	0.0	0.032551000000000004	0.0	0.0	0.0	0.0	0.1409694	0.0	0.0	0.0386735	0.0	0.0	0.0	0.0	0.0	0.044744900000000004	0.0	0.0	0.0	0.0	0.05081630000000001	0.0	0.0	0.0	0.08341839999999999	0.0	0.0	0.043112199999999996	0.03576530000000001	0.0	0.0310714	0.0816837	0.1386735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037602000000000003	0.0	0.0403571	0.0	0.08464290000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0669388	0.0410714	0.0	0.0	0.0787245	0.0384184	0.041989800000000015	0.0	0.0	0.0	0.0	0.0	0.0	0.07301019999999998	0.041581599999999996	0.0328571	0.033724500000000004	0.0	0.1478571	0.0	0.0	0.0372959	0.041632699999999995	0.0	0.1318878	0.0	0.0	0.0	0.0703571	0.0	0.0444388	0.0	0.0	0.0	0.0293878	0.0	0.0	0.04234690000000001	0.0	0.0	0.0	0.0579082	0.0	0.0370918	0.0	0.0	0.135	0.0	0.08586730000000001	0.0380102	0.0	0.0	0.0	0.0	0.0	0.0568878	0.0	0.0	0.0728061	0.0	0.0	0.037398	0.07301019999999998	0.0	0.0	0.047602000000000005	0.030459200000000002	0.0	0.0	0.0	0.0503061	0.0	0.0	0.0	0.0	0.0	0.2018878	0.0	0.0413776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07607139999999998	0.0	0.0	0.035663299999999995	0.0	0.0	0.0388265	0.0	0.028571399999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.1848469	0.0	0.0	0.0	0.0	0.045816300000000004	0.059949	0.0	0.0386735	0.0	0.0	0.1176531	0.0382653	0.0	0.1506633	0.0	0.0	0.0	0.0	0.0	0.0740306	0.1196429	0.0	0.0	0.0393878	0.0	0.0	0.0	0.0	0.0	0.11545920000000001	0.0407653	0.08295919999999998	0.0	0.0	0.0	0.0	0.0320918	0.0	0.0	0.0	0.044336699999999986	0.0	0.041581599999999996	0.0	0.0	0.0	0.042602	0.0395408	0.035612200000000004	0.0	0.0	0.0308673	0.040255099999999995	0.0	0.0	0.0	0.0	0.0	0.0768878	0.0	0.0362245	0.0903571	0.0370408	0.0	0.0	0.0	0.1152041	0.0659694	0.0	0.0	0.0	0.0	0.0	0.0682143
BG	0.932551	0.7895918	0.9311224	0.8787754999999999	0.9357143	0.879949	0.6917347	0.8578061	0.9308163	0.9470918	0.9475	0.9471939	0.7523469	0.9237245000000001	0.8857653000000001	0.9193878	0.8353572	0.7319898	0.8614796	0.8891837	0.9052551	0.6861735	0.7622449	0.942551	0.8810714	0.9489796	0.8403061000000001	0.9002041000000001	0.9002041000000001	0.874949	0.8245918	0.9427041	0.970102	0.9411224	0.9641327	0.8990306	0.9697959	0.7282653	0.9566327	0.7473468999999999	0.9827551	0.9509184	0.7346429	0.2683673	0.9430612	0.8670408000000001	0.8605102	0.7641836	0.9447449	0.9728571	0.9603060999999999	0.9384184	0.954949	0.9431633	0.7961224	0.9730102	0.9063776	0.9846429	0.8734183999999999	0.952551	0.8521429	0.9695918	0.8380102	1.0	0.9177041	0.9477041	0.9643878	0.8310204	0.8399490000000001	0.980051	0.8623469	0.8127040999999999	0.9108164	0.9282143	0.9638265	0.7242347	0.8045408000000001	0.917449	0.9152551	0.9089796	0.9690306	0.9234184	0.9057653	0.9832143	0.7923469000000001	0.9161735	0.7104592	0.8708673	0.944949	0.7971939	0.9561735	0.8365816	0.8757653	0.8390816	0.9302551	0.8141836	0.9609694	0.9329592	0.9639796	0.8410205	0.9564796	0.8386224	0.9712755	0.9117347	0.959898	0.8288774999999999	0.8921429	0.8921939	0.8357143	0.9627041	0.9197959	0.9146429	0.6943367	0.9104592	0.7405613	0.8819388	0.9004592	0.7778061000000001	0.9462755	0.8563776	0.8459694	0.8919897999999999	0.9358673	0.7810714	0.9728061	0.9036735	0.8342857	0.7314286	0.9329592	0.8844388	0.8457652999999999	0.9638776	0.8954081	0.8017856999999999	0.9493367	0.9295408000000001	0.7942347	0.8279592	0.9144388	0.9389286	0.8730612	0.38525509999999996	0.9082143	0.9341837	0.9239796	0.912449	0.949949	0.6108673	0.8738776	0.8389795	0.8997959	0.9353061	0.8959184	0.8855611999999999	0.972449	0.8440816	0.9443878	0.9379592	0.6543368	0.9278061	0.8645408	0.8494387	0.9331122000000001	0.8980102	0.8505613	0.932449	0.8951531	0.9508163	0.9227041	0.9064286	0.9839796	0.9473469	0.9528571	0.7393368	0.9562755000000001	0.9130612	0.9385714000000001	0.9117347	0.9232653	0.7613265	0.794949	0.9252551	0.9581122	0.9471939	0.7905612	0.8355102	0.955102	0.7647449	0.9318878	0.9728571	0.7962245	0.8460714	0.9902551	0.8495918	0.815051	0.8596939	0.9612755	0.8939285	0.9484694	0.9158673	0.9007653	0.9458162999999999	1.0	0.7920918	0.8515306	0.7973979	0.9404082	0.9668878	0.9377041	0.8278061	0.9377551	0.9669898	0.9597959	0.9208163	0.7786225000000001	0.9046939	0.8114285999999999	0.9009184	0.9731633	0.950102	0.6986225	0.7345919000000001	0.8535205	0.9490306	0.8430101999999999	0.8642347	0.8438776	0.7837245	0.9697449	0.9392347	0.9578571	0.9644898	0.7691836	0.9035714	0.8397449	0.7511225	0.7180612	0.9289286	0.9531633	0.9816327	0.7205612	0.912653	0.9255102	0.9014286	0.8256633	0.9416327	0.789898	0.8463265
