	9.99_24.01	20.0_7.95	11.0_22.98	26.07_34.04	26.05_33.08	12.1_29.07	5.93_4.11	14.03_29.03	24.98_4.09	7.98_7.04	4.92_8.08	7.96_2.04	5.99_25.0	24.09_29.07	9.09_28.98	6.04_30.04	10.04_27.01	24.09_30.04	13.09_30.04	5.95_5.08	21.02_29.05	11.01_25.94	18.97_8.01	25.06_29.03	24.06_7.03	8.05_30.02	24.09_34.07	24.02_3.06	2.05_7.08	20.08_34.0	23.06_10.02	11.03_29.96	10.98_24.93	8.04_24.99	11.04_30.98	16.96_7.01	21.92_7.96	20.96_3.1	6.95_6.06	26.99_6.08	7.04_29.01	24.09_33.04	18.97_5.06	6.93_8.0	6.97_4.11	5.98_23.0	23.06_9.05	26.98_5.09	22.03_27.96	25.99_8.01	12.07_30.03	17.96_6.07	20.92_4.06	21.97_8.94	26.04_29.0	7.95_4.08	9.04_6.04	5.93_3.12	24.06_32.04	12.09_25.04	21.96_4.03	10.01_29.97	7.03_24.04	20.95_6.07	21.99_9.97	25.97_5.09	11.03_27.97	7.99_5.06	9.99_28.99	26.09_32.02	9.99_25.99	25.99_2.04	23.07_31.05	25.97_3.07	9.0_4.03	13.09_27.06	5.03_30.04	13.12_26.01	6.02_26.02	3.99_6.09	18.96_2.05	7.96_3.08	8.03_23.02	16.95_5.1	9.08_25.95	19.94_6.06	5.05_28.97	25.06_32.04	25.99_6.08	4.03_8.03	18.99_6.06	25.05_33.02	23.09_33.06	8.02_24.02	9.02_2.03	9.98_24.98	19.99_3.04	8.02_27.99	23.09_29.05	27.03_34.02	7.02_27.01	9.06_29.99	23.03_3.11	9.01_6.99	24.04_8.03	24.14_31.03	21.01_34.07	2.93_7.08	23.1_30.05	25.06_31.04	20.08_32.0	17.96_5.06	13.08_29.02	20.94_7.99	20.89_5.07	23.02_2.12	6.96_2.06	6.95_5.07	5.0_7.02	8.0_6.02	25.96_4.07	5.03_24.05	5.04_26.02	23.01_6.08	23.08_32.05	7.04_29.99	24.0_6.07	23.02_5.13	3.98_7.07	18.99_7.01	12.09_27.05	25.0_8.01	20.92_2.04	14.05_28.03	6.97_7.03	27.06_33.01	9.07_24.98	12.08_26.04	27.07_30.99	5.92_6.07	21.03_32.04	16.93_6.07	22.04_29.97	10.99_23.98	24.03_4.11	6.02_24.05	21.98_6.03	26.06_31.0	20.94_8.99	22.05_30.97	2.98_6.09	6.02_27.02	28.06_29.01	8.03_29.03	11.03_26.97	9.07_27.98	27.06_29.99	24.06_28.04	5.96_7.03	14.03_26.02	24.05_9.02	5.99_8.01	7.03_26.02	21.94_5.01	26.05_30.03	24.99_7.04	7.04_23.01	28.02_32.06	22.99_4.09	25.06_30.03	10.02_28.01	5.03_24.99	9.08_26.98	21.02_33.02	5.02_23.0	18.97_4.08	5.04_28.02	10.03_31.06	24.98_6.08	21.02_31.01	20.01_4.02	18.01_8.99	7.02_27.99	5.96_2.1	12.08_28.05	17.97_7.01	14.04_25.01	8.05_26.0	8.02_27.01	20.98_9.98	9.05_31.0	13.07_28.01	21.97_3.04	21.95_2.02	23.11_34.08	24.02_5.13	26.0_7.02	16.97_7.99	20.96_7.02	20.03_5.04	20.03_6.98	21.02_30.03	12.09_23.07	22.04_32.97	23.04_7.03	22.05_28.97	24.98_5.09	22.05_33.99	6.03_28.02	13.09_24.02	20.03_8.98	27.07_32.01	23.1_8.08	22.06_31.98	20.01_2.04	25.06_34.06	7.04_24.98	9.02_3.05	9.1_22.98	18.97_3.05	12.07_24.1	21.96_6.97	13.06_25.02	11.03_28.96	6.96_3.07	4.98_6.05	14.06_27.03	9.06_23.99	17.99_4.08	6.02_29.03	5.05_27.02	17.99_8.02	7.98_8.97	2.05_6.11	24.08_2.09
MN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2688265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glia	0.0379592	0.021122400000000003	0.07224489999999999	0.1434184	0.1025	0.0417347	0.0833673	0.013061200000000002	0.0775	0.0206633	0.0310714	0.0269898	0.04102040000000001	0.013418399999999999	0.0461735	0.0853571	0.142449	0.07867350000000001	0.0392347	0.13244899999999998	0.056479599999999984	0.1359184	0.1253571	0.0488265	0.099949	0.0085714	0.1031122	0.025663299999999997	0.164898	0.0218367	0.0853571	0.11974489999999999	0.0275	0.051020400000000014	0.2592857	0.1456122	0.097551	0.07520410000000001	0.058520400000000014	0.0480612	0.1933163	0.10642860000000001	0.0580612	0.18311219999999997	0.04081630000000001	0.0	0.1675	0.025918400000000005	0.0651531	0.0412245	0.0435714	0.1061735	0.0441327	0.1705102	0.05591840000000001	0.0112755	0.0265306	0.0361735	0.1596429	0.0817347	0.0206122	0.0835204	0.125051	0.0807653	0.053316300000000004	0.0494388	0.08331630000000001	0.056581599999999996	0.1490816	0.1070918	0.1318878	0.0265306	0.0526531	0.0456122	0.03306119999999999	0.06801019999999998	0.0442347	0.137551	0.0080612	0.026275499999999997	0.08066330000000001	0.0139286	0.019795899999999998	0.0490306	0.16341839999999996	0.14107139999999999	0.1085204	0.125	0.051887800000000005	0.1560204	0.13576529999999998	0.06295919999999999	0.0903061	0.0696429	0.0281633	0.0469388	0.0541837	0.1002041	0.055306100000000004	0.0177551	0.1326531	0.0117857	0.0	0.0638265	0.06566330000000002	0.102551	0.1057143	0.12469390000000001	0.039949	0.07346939999999999	0.0	0.0310714	0.021122400000000003	0.022091799999999998	0.1269898	0.0206633	0.0247959	0.022449	0.11239800000000001	0.0228061	0.058112199999999996	0.025051	0.0158673	0.1387755	0.11025510000000001	0.0077041	0.0577551	0.0914796	0.034336700000000005	0.0853571	0.0702041	0.0384184	0.0383673	0.0437755	0.1058673	0.08622450000000001	0.0818367	0.1034694	0.2685204	0.1002551	0.0234694	0.07448980000000001	0.0960204	0.0346939	0.0712245	0.0602041	0.0972449	0.10724489999999999	0.0186735	0.0788776	0.11010199999999999	0.1141837	0.10147959999999999	0.0179592	0.08734689999999999	0.0804592	0.2511224	0.0223469	0.1055102	0.0503061	0.2242857	0.2028061	0.08163269999999999	0.3810714	0.1337755	0.0262245	0.0290306	0.1407143	0.0408673	0.1264796	0.18602039999999997	0.0659694	0.18198979999999998	0.0384184	0.014183699999999999	0.0740816	0.2491837	0.21035710000000002	0.057653100000000006	0.0654592	0.0657653	0.035867300000000005	0.11377549999999999	0.009744899999999999	0.0670408	0.2170918	0.0319898	0.1109694	0.0634184	0.0887755	0.016938799999999997	0.050510199999999984	0.0146939	0.0188776	0.1061224	0.0685204	0.0257653	0.036071399999999997	0.0490306	0.09836729999999999	0.1118878	0.0265816	0.027602	0.056479599999999984	0.08852039999999997	0.0492347	0.0515306	0.0656122	0.1804082	0.0430612	0.0741327	0.07479589999999998	0.059132699999999996	0.0358163	0.0279082	0.132551	0.059744900000000004	0.04933669999999998	0.015816300000000002	0.0395408	0.0321429	0.08464290000000001	0.05433669999999999	0.08341839999999999	0.0318878	0.0617347	0.0359694	0.099949	0.0315306	0.20974489999999998	0.0322449	0.0503571	0.1423469	0.140051	0.0095408
OtherN	0.0	0.0	0.0	0.0	0.0	0.0	0.1052041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1152551	0.119949	0.0	0.0553571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11331630000000001	0.0	0.043367300000000004	0.04051019999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0370408	0.0	0.0	0.0	0.0	0.0	0.0	0.050153100000000006	0.0	0.036530599999999996	0.0	0.0	0.1631122	0.0	0.0403571	0.0409184	0.0	0.0	0.0	0.035255100000000004	0.0	0.0	0.0766327	0.0377551	0.0	0.0	0.029693900000000002	0.0	0.0	0.035255100000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0353571	0.0	0.0461224	0.029591799999999998	0.0	0.041785699999999995	0.0	0.0	0.0	0.0	0.0391327	0.0	0.0	0.0	0.0397959	0.0	0.0	0.0	0.0382653	0.0	0.0	0.0	0.08984689999999997	0.0	0.0	0.0	0.0413265	0.0	0.0	0.0	0.0	0.0	0.0737245	0.0	0.04051019999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043163300000000016	0.0	0.0	0.0	0.0	0.0	0.0411735	0.0	0.0	0.0	0.0306122	0.0	0.07811219999999999	0.0	0.0	0.0755612	0.0	0.0	0.0	0.0	0.0368878	0.0	0.0388776	0.038061199999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0725	0.0	0.0905102	0.0	0.0790816	0.0	0.0	0.0398469	0.1118878	0.0	0.06301019999999999	0.0	0.045561199999999996	0.04602040000000002	0.0	0.041122399999999996	0.0441327	0.0	0.1361735	0.0	0.0	0.0666327	0.033622400000000004	0.0	0.0	0.039693900000000004	0.0	0.0	0.0	0.0	0.040050999999999996	0.0	0.0	0.0412755	0.0	0.0	0.0	0.0	0.0	0.0	0.07357139999999998	0.1226531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06816330000000001	0.0	0.0	0.12	0.0	0.0	0.0	0.040255099999999995	0.10760199999999999	0.0	0.0	0.0368367	0.032551000000000004	0.0377041	0.0	0.0	0.0	0.0	0.0	0.08280610000000001	0.0352041	0.0	0.0	0.0	0.0	0.039693900000000004	0.0	0.0	0.0	0.041581599999999996	0.0
BG	0.9620408	0.9788776	0.9277551	0.8565815999999999	0.8975	0.9582653	0.8114285999999999	0.9869388	0.9225	0.9793367	0.9689286	0.9730102	0.9589795999999999	0.9865816	0.9538265	0.9146429	0.7422959	0.8013775	0.9607653	0.8121939	0.9435204	0.8640816	0.8746429	0.9511735	0.900051	0.9914286	0.8968878	0.9743367	0.835102	0.9781633	0.9146429	0.7669388	0.9725	0.9056123	0.7002041	0.8543878	0.9024490000000001	0.9247959	0.9414796	0.9519388	0.8066837	0.8935714	0.9419388	0.8168878	0.9591837	1.0	0.7954592	0.9740816	0.9348469	0.9587755	0.9564286	0.8938265	0.9558673	0.7793367	0.9440816	0.9521939	0.9734694	0.9638265	0.6772449	0.9182653000000001	0.9390307	0.8755612	0.874949	0.9192347	0.9466837	0.9153061	0.9166837	0.9434184	0.7742857	0.8551531	0.8681122	0.9734694	0.917653	0.9543878	0.9669388	0.8967347	0.9557653	0.862449	0.9919388	0.9737245	0.9193367	0.9860714	0.944847	0.9509694	0.7904592	0.8293368	0.8914796	0.8332143000000001	0.9481122	0.8439795999999999	0.8642347	0.9370408	0.8705612	0.9303571	0.9718367	0.9530612	0.9060204000000001	0.8997959	0.9446939	0.9822449	0.8290816	0.9882143	1.0	0.9361735	0.8444898000000001	0.8974489999999999	0.8942857	0.8753061	0.649898	0.9265306	1.0	0.9689286	0.9788776	0.9779082	0.7992857	0.9793367	0.9346939000000001	0.977551	0.887602	0.9771939	0.9418878	0.974949	0.9841327	0.8612245000000001	0.8465815999999999	0.9922959	0.9422449	0.9085204	0.9656633	0.9146429	0.8886224	0.9615816	0.9616327	0.9562245	0.8635205	0.9137755	0.8400510999999999	0.8965306	0.7314796	0.8241837000000001	0.9765306	0.9255102	0.9039796	0.9653061000000001	0.8918877000000001	0.9397959	0.8638775000000001	0.8546939	0.9813265	0.9211224	0.889898	0.8858163	0.8985204	0.9820408	0.8401531	0.9195408	0.6583673999999999	0.9776531	0.8154082	0.9496939	0.7757143	0.757347	0.8064795	0.6189286	0.8032143	0.9737755	0.9254082	0.8132653	0.9591327	0.832398	0.7698469	0.9340306	0.6818367000000001	0.9615816	0.9858163	0.8592857	0.7171939	0.7896429	0.9423469	0.8948469	0.9342347	0.9641327	0.8862245	0.9902551	0.8929082	0.7829082	0.9680102	0.8477551	0.9365816	0.9112245	0.9830612	0.9494898	0.9853061	0.9811224	0.8203062	0.8088265	0.9742347	0.9639286	0.9509694	0.9016327	0.8881122	0.9734184	0.972398	0.9435204	0.8433163	0.9507653	0.9484694	0.8143878	0.8195918	0.9569388	0.9258673	0.884949	0.8332653	0.9641837	0.9720918	0.8306123	0.9077041	0.9129592	0.9841837	0.9604592	0.9678571	0.9153571	0.9456633	0.8337755	0.9329081	0.9382653	0.9640306	0.900051	0.9684694	0.7505612	0.9677551	0.9496429	0.8576531000000001	0.8183674	0.9904592
